DeliveryID,Distance (km),Package_Weight (kg),Weather_Conditions,Traffic_Level,Start_Time_Delivery,Delivery_Time (mins),Delivery_Difficulty,Distance_Category,Start_Hour,Peak_Hours,Combined_Condition,Efficiency
D10255,16.0,8.8,Rainy,High,13:50,97,140.8,Long,13,0,Rainy + High,6.0625
D10256,11.7,3.4,Snowy,Low,16:50,59,39.779999999999994,Long,16,0,Snowy + Low,5.0427350427350435
D10257,11.6,7.3,Snowy,Medium,17:03,30,84.67999999999999,Long,17,1,Snowy + Medium,2.586206896551724
D10258,18.3,8.3,Rainy,Medium,19:36,68,151.89000000000001,Long,19,1,Rainy + Medium,3.715846994535519
D10259,2.0,9.5,Sunny,Medium,14:57,99,19.0,Short,14,0,Sunny + Medium,49.5
D10260,9.7,5.2,Snowy,Low,6:52,99,50.44,Medium,6,0,Snowy + Low,10.20618556701031
D10261,12.8,1.0,Foggy,Medium,20:00,12,12.8,Long,20,0,Foggy + Medium,0.9375
D10262,14.2,7.7,Rainy,High,19:34,57,109.34,Long,19,1,Rainy + High,4.014084507042254
D10263,3.1,9.4,Rainy,Low,15:58,22,29.14,Short,15,0,Rainy + Low,7.096774193548387
D10264,10.7,4.5,Foggy,Medium,8:29,93,48.15,Long,8,1,Foggy + Medium,8.69158878504673
D10265,9.4,4.5,Snowy,High,8:12,106,42.300000000000004,Medium,8,1,Snowy + High,11.27659574468085
D10266,7.8,4.1,Rainy,Medium,7:12,82,31.979999999999997,Medium,7,1,Rainy + Medium,10.512820512820513
D10267,13.4,9.1,Cloudy,Medium,7:30,66,121.94,Long,7,1,Cloudy + Medium,4.925373134328358
D10268,7.6,8.2,Rainy,Low,18:39,110,62.31999999999999,Medium,18,1,Rainy + Low,14.473684210526317
D10269,1.9,5.1,Sunny,High,7:59,38,9.69,Short,7,1,Sunny + High,20.0
D10270,16.7,8.0,Rainy,Low,15:15,103,133.6,Long,15,0,Rainy + Low,6.167664670658683
D10271,14.7,4.9,Snowy,High,11:41,62,72.03,Long,11,0,Snowy + High,4.217687074829932
D10272,11.0,3.4,Cloudy,Medium,16:49,94,37.4,Long,16,0,Cloudy + Medium,8.545454545454545
D10273,7.4,7.7,Foggy,Medium,16:52,47,56.980000000000004,Medium,16,0,Foggy + Medium,6.351351351351351
D10274,15.5,2.9,Cloudy,Medium,20:09,100,44.949999999999996,Long,20,0,Cloudy + Medium,6.451612903225806
D10275,3.4,4.6,Foggy,Medium,9:02,18,15.639999999999999,Short,9,1,Foggy + Medium,5.294117647058823
D10276,16.4,9.4,Foggy,High,13:20,26,154.16,Long,13,0,Foggy + High,1.5853658536585367
D10277,17.5,5.0,Snowy,Medium,17:14,77,87.5,Long,17,1,Snowy + Medium,4.4
D10278,3.9,8.1,Foggy,Low,17:26,10,31.589999999999996,Short,17,1,Foggy + Low,2.5641025641025643
D10279,18.3,4.0,Cloudy,Low,12:39,107,73.2,Long,12,0,Cloudy + Low,5.8469945355191255
D10280,4.3,7.0,Snowy,Medium,7:35,97,30.099999999999998,Short,7,1,Snowy + Medium,22.558139534883722
D10281,8.3,9.2,Snowy,Low,15:03,37,76.36,Medium,15,0,Snowy + Low,4.457831325301204
D10282,16.9,5.5,Foggy,Low,19:12,110,92.94999999999999,Long,19,1,Foggy + Low,6.508875739644971
D10283,16.2,9.9,Rainy,Low,7:41,61,160.38,Long,7,1,Rainy + Low,3.7654320987654324
D10284,18.8,5.1,Snowy,Low,11:56,84,95.88,Long,11,0,Snowy + Low,4.468085106382978
D10285,19.7,1.1,Cloudy,High,13:51,98,21.67,Long,13,0,Cloudy + High,4.974619289340102
D10286,11.8,5.8,Snowy,Medium,11:02,77,68.44,Long,11,0,Snowy + Medium,6.525423728813559
D10287,13.2,7.7,Sunny,Medium,11:26,73,101.64,Long,11,0,Sunny + Medium,5.53030303030303
D10288,9.0,5.5,Sunny,Low,16:34,48,49.5,Medium,16,0,Sunny + Low,5.333333333333333
D10289,16.3,7.4,Sunny,High,16:56,34,120.62,Long,16,0,Sunny + High,2.085889570552147
D10290,12.4,3.3,Cloudy,High,14:23,24,40.92,Long,14,0,Cloudy + High,1.9354838709677418
D10291,15.1,8.2,Foggy,Medium,10:38,70,123.82,Long,10,0,Foggy + Medium,4.635761589403973
D10292,6.7,9.4,Cloudy,Low,6:55,40,62.980000000000004,Medium,6,0,Cloudy + Low,5.970149253731343
D10293,12.5,3.4,Sunny,High,20:48,48,42.5,Long,20,0,Sunny + High,3.84
D10294,18.8,8.1,Foggy,Low,8:20,50,152.28,Long,8,1,Foggy + Low,2.6595744680851063
D10295,18.4,0.6,Rainy,High,14:22,61,11.04,Long,14,0,Rainy + High,3.315217391304348
D10296,12.7,9.0,Snowy,Low,10:06,65,114.3,Long,10,0,Snowy + Low,5.118110236220473
D10297,15.0,5.8,Snowy,Low,9:20,115,87.0,Long,9,1,Snowy + Low,7.666666666666667
D10298,6.1,2.2,Snowy,Low,13:37,15,13.42,Medium,13,0,Snowy + Low,2.459016393442623
D10299,12.7,6.5,Snowy,Medium,13:50,103,82.55,Long,13,0,Snowy + Medium,8.11023622047244
D10300,12.4,4.6,Foggy,Low,19:12,87,57.04,Long,19,1,Foggy + Low,7.016129032258064
D10301,17.1,8.6,Rainy,Low,8:38,105,147.06,Long,8,1,Rainy + Low,6.140350877192982
D10302,9.8,9.2,Rainy,Low,17:29,60,90.16,Medium,17,1,Rainy + Low,6.122448979591836
D10303,19.2,5.9,Rainy,Medium,12:47,19,113.28,Long,12,0,Rainy + Medium,0.9895833333333334
D10304,2.2,8.4,Cloudy,Low,15:16,82,18.480000000000004,Short,15,0,Cloudy + Low,37.272727272727266
D10305,16.9,9.6,Sunny,High,12:48,104,162.23999999999998,Long,12,0,Sunny + High,6.153846153846154
D10306,5.7,5.2,Rainy,High,6:40,47,29.64,Medium,6,0,Rainy + High,8.24561403508772
D10307,2.4,3.6,Snowy,Low,13:40,16,8.64,Short,13,0,Snowy + Low,6.666666666666667
D10308,12.7,6.7,Sunny,Medium,16:06,103,85.09,Long,16,0,Sunny + Medium,8.11023622047244
D10309,14.8,6.3,Cloudy,High,16:16,41,93.24,Long,16,0,Cloudy + High,2.77027027027027
D10310,13.1,1.7,Snowy,Medium,10:59,119,22.27,Long,10,0,Snowy + Medium,9.083969465648854
D10311,17.2,8.6,Snowy,High,11:37,28,147.92,Long,11,0,Snowy + High,1.627906976744186
D10312,15.5,5.8,Cloudy,High,18:02,16,89.89999999999999,Long,18,1,Cloudy + High,1.032258064516129
D10313,16.9,8.5,Cloudy,Medium,16:21,91,143.64999999999998,Long,16,0,Cloudy + Medium,5.384615384615385
D10314,9.5,5.4,Sunny,Low,20:34,63,51.300000000000004,Medium,20,0,Sunny + Low,6.631578947368421
D10315,6.9,8.6,Rainy,Medium,18:28,104,59.34,Medium,18,1,Rainy + Medium,15.072463768115941
D10316,1.5,4.3,Snowy,High,20:36,85,6.449999999999999,Short,20,0,Snowy + High,56.666666666666664
D10317,11.3,6.0,Rainy,High,10:03,54,67.80000000000001,Long,10,0,Rainy + High,4.778761061946902
D10318,18.9,1.2,Cloudy,Medium,6:50,16,22.679999999999996,Long,6,0,Cloudy + Medium,0.8465608465608466
D10319,9.1,7.6,Snowy,High,17:28,115,69.16,Medium,17,1,Snowy + High,12.637362637362639
D10320,6.2,7.5,Foggy,Low,13:28,60,46.5,Medium,13,0,Foggy + Low,9.67741935483871
D10321,17.6,1.1,Cloudy,Medium,20:55,13,19.360000000000003,Long,20,0,Cloudy + Medium,0.7386363636363635
D10322,7.9,3.6,Sunny,High,19:15,69,28.44,Medium,19,1,Sunny + High,8.734177215189874
D10323,5.4,4.9,Cloudy,Low,8:55,51,26.460000000000004,Medium,8,1,Cloudy + Low,9.444444444444445
D10324,11.5,1.0,Sunny,Low,18:11,87,11.5,Long,18,1,Sunny + Low,7.565217391304348
D10325,15.4,7.7,Foggy,Medium,8:25,17,118.58000000000001,Long,8,1,Foggy + Medium,1.103896103896104
D10326,16.2,9.5,Foggy,Medium,18:52,48,153.9,Long,18,1,Foggy + Medium,2.9629629629629632
D10327,4.8,6.6,Snowy,Medium,8:23,100,31.679999999999996,Short,8,1,Snowy + Medium,20.833333333333336
D10328,1.9,0.6,Sunny,High,17:51,95,1.14,Short,17,1,Sunny + High,50.0
D10329,19.6,4.9,Snowy,Low,12:08,47,96.04000000000002,Long,12,0,Snowy + Low,2.397959183673469
D10330,9.8,9.5,Rainy,High,19:30,58,93.10000000000001,Medium,19,1,Rainy + High,5.918367346938775
D10331,3.5,7.9,Foggy,High,20:17,56,27.650000000000002,Short,20,0,Foggy + High,16.0
D10332,8.6,5.2,Rainy,Low,10:13,30,44.72,Medium,10,0,Rainy + Low,3.488372093023256
D10333,15.7,3.7,Snowy,Low,13:55,30,58.09,Long,13,0,Snowy + Low,1.910828025477707
D10334,6.3,5.3,Sunny,Medium,10:20,16,33.39,Medium,10,0,Sunny + Medium,2.5396825396825395
D10335,16.3,2.8,Cloudy,Low,19:33,119,45.64,Long,19,1,Cloudy + Low,7.300613496932515
D10336,5.8,8.6,Snowy,High,14:03,35,49.879999999999995,Medium,14,0,Snowy + High,6.0344827586206895
D10337,13.2,6.0,Sunny,High,16:00,81,79.19999999999999,Long,16,0,Sunny + High,6.136363636363637
D10338,1.0,7.0,Foggy,Medium,16:09,46,7.0,Short,16,0,Foggy + Medium,46.0
D10339,3.1,5.4,Cloudy,Low,14:10,10,16.740000000000002,Short,14,0,Cloudy + Low,3.225806451612903
D10340,12.9,2.0,Snowy,High,15:41,22,25.8,Long,15,0,Snowy + High,1.7054263565891472
D10341,2.3,4.2,Sunny,Low,20:51,45,9.66,Short,20,0,Sunny + Low,19.565217391304348
D10342,1.8,6.2,Sunny,High,13:11,12,11.16,Short,13,0,Sunny + High,6.666666666666666
D10343,11.4,5.1,Snowy,Medium,16:53,108,58.14,Long,16,0,Snowy + Medium,9.473684210526315
D10344,15.2,6.0,Foggy,Medium,6:06,120,91.19999999999999,Long,6,0,Foggy + Medium,7.894736842105264
D10345,4.5,1.8,Rainy,Low,13:04,108,8.1,Short,13,0,Rainy + Low,24.0
D10346,15.9,2.8,Rainy,Low,9:38,118,44.519999999999996,Long,9,1,Rainy + Low,7.421383647798742
D10347,1.1,0.8,Foggy,Medium,10:50,54,0.8800000000000001,Short,10,0,Foggy + Medium,49.090909090909086
D10348,14.0,7.8,Cloudy,Medium,13:51,35,109.2,Long,13,0,Cloudy + Medium,2.5
D10349,13.3,6.9,Foggy,Medium,20:41,22,91.77000000000001,Long,20,0,Foggy + Medium,1.6541353383458646
D10350,5.2,4.1,Snowy,High,11:06,51,21.32,Medium,11,0,Snowy + High,9.807692307692307
D10351,6.1,6.3,Rainy,Medium,11:06,63,38.43,Medium,11,0,Rainy + Medium,10.327868852459018
D10352,4.2,2.7,Rainy,Low,15:48,101,11.340000000000002,Short,15,0,Rainy + Low,24.047619047619047
D10353,11.0,8.4,Foggy,High,13:44,26,92.4,Long,13,0,Foggy + High,2.3636363636363638
D10354,2.0,7.7,Foggy,High,8:02,46,15.4,Short,8,1,Foggy + High,23.0
D10355,12.8,8.9,Rainy,Low,13:13,89,113.92000000000002,Long,13,0,Rainy + Low,6.953125
D10356,19.1,5.8,Foggy,Low,10:59,14,110.78,Long,10,0,Foggy + Low,0.7329842931937173
D10357,14.0,6.9,Cloudy,High,10:09,104,96.60000000000001,Long,10,0,Cloudy + High,7.428571428571429
D10358,8.6,2.1,Sunny,Medium,20:54,88,18.06,Medium,20,0,Sunny + Medium,10.232558139534884
D10359,18.6,3.4,Cloudy,Medium,19:59,39,63.24,Long,19,1,Cloudy + Medium,2.096774193548387
D10360,4.3,4.7,Foggy,Medium,8:27,40,20.21,Short,8,1,Foggy + Medium,9.30232558139535
D10361,11.0,4.7,Foggy,High,19:31,67,51.7,Long,19,1,Foggy + High,6.090909090909091
D10362,12.6,7.5,Rainy,High,6:48,47,94.5,Long,6,0,Rainy + High,3.7301587301587302
D10363,17.9,9.2,Rainy,High,14:08,16,164.67999999999998,Long,14,0,Rainy + High,0.893854748603352
D10364,9.6,3.4,Snowy,Low,6:29,101,32.64,Medium,6,0,Snowy + Low,10.520833333333334
D10365,17.0,2.7,Foggy,Low,19:14,112,45.900000000000006,Long,19,1,Foggy + Low,6.588235294117647
D10366,3.1,7.1,Cloudy,Medium,7:48,11,22.009999999999998,Short,7,1,Cloudy + Medium,3.5483870967741935
D10367,10.3,5.6,Sunny,Medium,12:08,52,57.68,Long,12,0,Sunny + Medium,5.048543689320388
D10368,15.6,7.3,Cloudy,High,18:27,116,113.88,Long,18,1,Cloudy + High,7.435897435897436
D10369,13.7,3.1,Foggy,High,14:02,57,42.47,Long,14,0,Foggy + High,4.160583941605839
D10370,4.2,2.6,Snowy,Medium,17:07,10,10.920000000000002,Short,17,1,Snowy + Medium,2.380952380952381
D10371,6.8,5.1,Snowy,Low,16:59,55,34.68,Medium,16,0,Snowy + Low,8.088235294117647
D10372,12.9,8.1,Snowy,Low,9:06,55,104.49,Long,9,1,Snowy + Low,4.263565891472868
D10373,16.4,7.6,Cloudy,Low,19:51,76,124.63999999999999,Long,19,1,Cloudy + Low,4.634146341463415
D10374,4.2,2.0,Foggy,Medium,17:23,81,8.4,Short,17,1,Foggy + Medium,19.285714285714285
D10375,15.9,7.6,Foggy,High,14:30,12,120.84,Long,14,0,Foggy + High,0.7547169811320754
D10376,2.2,8.4,Foggy,Low,7:16,107,18.480000000000004,Short,7,1,Foggy + Low,48.63636363636363
D10377,16.7,2.0,Rainy,Low,19:56,100,33.4,Long,19,1,Rainy + Low,5.9880239520958085
D10378,7.3,4.8,Rainy,High,14:18,43,35.04,Medium,14,0,Rainy + High,5.89041095890411
D10379,15.8,7.3,Cloudy,Low,10:35,80,115.34,Long,10,0,Cloudy + Low,5.063291139240506
D10380,8.1,6.0,Cloudy,Medium,18:39,118,48.599999999999994,Medium,18,1,Cloudy + Medium,14.567901234567902
D10381,12.9,6.3,Foggy,High,20:10,94,81.27,Long,20,0,Foggy + High,7.286821705426356
D10382,8.8,8.0,Snowy,High,12:58,38,70.4,Medium,12,0,Snowy + High,4.3181818181818175
D10383,11.3,2.1,Cloudy,Medium,8:46,57,23.730000000000004,Long,8,1,Cloudy + Medium,5.044247787610619
D10384,11.0,4.7,Snowy,High,11:32,114,51.7,Long,11,0,Snowy + High,10.363636363636363
D10385,7.0,9.6,Rainy,High,9:57,71,67.2,Medium,9,1,Rainy + High,10.142857142857142
D10386,15.0,3.0,Cloudy,High,16:04,98,45.0,Long,16,0,Cloudy + High,6.533333333333333
D10387,1.8,4.2,Cloudy,Medium,17:29,12,7.5600000000000005,Short,17,1,Cloudy + Medium,6.666666666666666
D10388,10.5,2.8,Rainy,Medium,14:32,25,29.4,Long,14,0,Rainy + Medium,2.380952380952381
D10389,3.0,8.2,Cloudy,Low,10:54,52,24.599999999999998,Short,10,0,Cloudy + Low,17.333333333333332
D10390,4.0,7.9,Rainy,High,16:41,11,31.6,Short,16,0,Rainy + High,2.75
D10391,17.5,9.1,Sunny,Medium,7:04,77,159.25,Long,7,1,Sunny + Medium,4.4
D10392,6.0,7.7,Cloudy,Medium,19:58,110,46.2,Medium,19,1,Cloudy + Medium,18.333333333333332
D10393,4.0,9.5,Sunny,High,7:25,45,38.0,Short,7,1,Sunny + High,11.25
D10394,7.4,4.8,Cloudy,High,12:59,56,35.52,Medium,12,0,Cloudy + High,7.5675675675675675
D10395,15.5,3.5,Cloudy,Low,10:00,28,54.25,Long,10,0,Cloudy + Low,1.8064516129032258
D10396,7.5,7.2,Snowy,High,17:06,88,54.0,Medium,17,1,Snowy + High,11.733333333333333
D10397,5.4,3.4,Foggy,Medium,8:55,78,18.36,Medium,8,1,Foggy + Medium,14.444444444444443
D10398,7.5,7.2,Cloudy,Low,19:45,27,54.0,Medium,19,1,Cloudy + Low,3.6
D10399,6.8,7.0,Cloudy,Low,7:47,70,47.6,Medium,7,1,Cloudy + Low,10.294117647058824
D10400,2.1,9.0,Cloudy,High,9:07,115,18.900000000000002,Short,9,1,Cloudy + High,54.76190476190476
D10401,1.3,9.6,Snowy,High,19:24,73,12.48,Short,19,1,Snowy + High,56.15384615384615
D10402,8.6,0.9,Rainy,High,15:13,102,7.74,Medium,15,0,Rainy + High,11.86046511627907
D10403,6.4,9.8,Cloudy,High,14:12,101,62.720000000000006,Medium,14,0,Cloudy + High,15.78125
D10404,17.5,8.9,Snowy,High,16:43,39,155.75,Long,16,0,Snowy + High,2.2285714285714286
D10405,10.3,9.9,Snowy,Low,8:31,104,101.97000000000001,Long,8,1,Snowy + Low,10.097087378640776
D10406,13.3,7.3,Sunny,High,16:41,50,97.09,Long,16,0,Sunny + High,3.7593984962406015
D10407,14.1,5.6,Rainy,Low,14:17,82,78.96,Long,14,0,Rainy + Low,5.815602836879433
D10408,10.8,2.5,Snowy,High,18:16,60,27.0,Long,18,1,Snowy + High,5.555555555555555
D10409,14.3,0.8,Cloudy,High,17:40,38,11.440000000000001,Long,17,1,Cloudy + High,2.657342657342657
D10410,2.6,4.3,Sunny,Medium,15:54,110,11.18,Short,15,0,Sunny + Medium,42.30769230769231
D10411,10.8,1.3,Foggy,Low,15:25,109,14.040000000000001,Long,15,0,Foggy + Low,10.092592592592592
D10412,16.0,8.1,Snowy,Medium,17:55,55,129.6,Long,17,1,Snowy + Medium,3.4375
D10413,7.4,1.4,Sunny,Medium,18:27,43,10.36,Medium,18,1,Sunny + Medium,5.8108108108108105
D10414,14.6,4.6,Snowy,High,15:28,114,67.16,Long,15,0,Snowy + High,7.808219178082192
D10415,11.8,9.9,Cloudy,Low,16:39,22,116.82000000000001,Long,16,0,Cloudy + Low,1.8644067796610169
D10416,2.3,7.5,Snowy,High,13:17,92,17.25,Short,13,0,Snowy + High,40.0
D10417,8.4,8.8,Rainy,High,6:55,80,73.92000000000002,Medium,6,0,Rainy + High,9.523809523809524
D10418,13.6,9.9,Snowy,Medium,18:55,68,134.64000000000001,Long,18,1,Snowy + Medium,5.0
D10419,18.9,4.8,Rainy,High,8:22,100,90.71999999999998,Long,8,1,Rainy + High,5.291005291005291
D10420,15.3,7.8,Foggy,High,9:34,86,119.34,Long,9,1,Foggy + High,5.620915032679738
D10421,14.9,6.0,Sunny,Medium,9:59,43,89.4,Long,9,1,Sunny + Medium,2.8859060402684564
D10422,14.0,5.1,Rainy,Medium,16:48,43,71.39999999999999,Long,16,0,Rainy + Medium,3.0714285714285716
D10423,12.5,1.9,Sunny,Medium,16:29,45,23.75,Long,16,0,Sunny + Medium,3.6
D10424,16.2,9.0,Sunny,High,16:23,31,145.79999999999998,Long,16,0,Sunny + High,1.9135802469135803
D10425,5.8,9.5,Cloudy,Low,6:58,59,55.1,Medium,6,0,Cloudy + Low,10.172413793103448
D10426,4.7,4.3,Cloudy,High,7:56,32,20.21,Short,7,1,Cloudy + High,6.808510638297872
D10427,13.0,9.8,Cloudy,Medium,6:16,20,127.4,Long,6,0,Cloudy + Medium,1.5384615384615385
D10428,18.0,5.9,Snowy,Low,13:31,12,106.2,Long,13,0,Snowy + Low,0.6666666666666666
D10429,15.8,2.8,Foggy,Medium,16:51,114,44.24,Long,16,0,Foggy + Medium,7.215189873417721
D10430,7.5,3.3,Rainy,High,18:07,79,24.75,Medium,18,1,Rainy + High,10.533333333333333
D10431,13.2,8.8,Sunny,Medium,17:30,34,116.16,Long,17,1,Sunny + Medium,2.5757575757575757
D10432,2.3,8.6,Rainy,Low,18:18,36,19.779999999999998,Short,18,1,Rainy + Low,15.65217391304348
D10433,1.9,5.8,Cloudy,Medium,19:04,49,11.02,Short,19,1,Cloudy + Medium,25.789473684210527
D10434,7.5,6.7,Rainy,Medium,12:13,14,50.25,Medium,12,0,Rainy + Medium,1.8666666666666667
D10435,4.8,7.8,Foggy,Low,14:57,61,37.44,Short,14,0,Foggy + Low,12.708333333333334
D10436,16.1,5.4,Cloudy,Medium,7:04,89,86.94000000000001,Long,7,1,Cloudy + Medium,5.527950310559006
D10437,1.7,5.7,Snowy,Low,13:53,49,9.69,Short,13,0,Snowy + Low,28.823529411764707
D10438,2.7,2.4,Cloudy,High,18:01,57,6.48,Short,18,1,Cloudy + High,21.11111111111111
D10439,1.6,0.7,Foggy,Medium,6:18,113,1.1199999999999999,Short,6,0,Foggy + Medium,70.625
D10440,5.6,4.3,Snowy,High,6:39,95,24.08,Medium,6,0,Snowy + High,16.964285714285715
D10441,1.3,10.0,Cloudy,Low,11:36,60,13.0,Short,11,0,Cloudy + Low,46.15384615384615
D10442,2.0,6.4,Foggy,High,6:10,75,12.8,Short,6,0,Foggy + High,37.5
D10443,11.9,2.3,Foggy,Low,20:29,57,27.369999999999997,Long,20,0,Foggy + Low,4.7899159663865545
D10444,13.8,7.0,Snowy,Medium,13:13,46,96.60000000000001,Long,13,0,Snowy + Medium,3.333333333333333
D10445,19.2,8.6,Sunny,High,9:44,51,165.11999999999998,Long,9,1,Sunny + High,2.65625
D10446,8.1,8.1,Snowy,High,16:28,59,65.61,Medium,16,0,Snowy + High,7.283950617283951
D10447,9.5,4.7,Snowy,Low,16:52,53,44.65,Medium,16,0,Snowy + Low,5.578947368421052
D10448,13.4,7.8,Cloudy,Low,14:26,38,104.52,Long,14,0,Cloudy + Low,2.835820895522388
D10449,15.3,9.1,Snowy,High,8:24,50,139.23,Long,8,1,Snowy + High,3.2679738562091503
D10450,16.9,9.1,Snowy,High,8:55,120,153.79,Long,8,1,Snowy + High,7.100591715976332
D10451,15.1,3.2,Rainy,High,18:00,13,48.32,Long,18,1,Rainy + High,0.8609271523178809
D10452,18.4,1.2,Foggy,Low,9:18,110,22.08,Long,9,1,Foggy + Low,5.978260869565218
D10453,19.8,6.4,Cloudy,Medium,10:15,48,126.72000000000001,Long,10,0,Cloudy + Medium,2.4242424242424243
D10454,12.9,7.9,Snowy,Medium,12:16,41,101.91000000000001,Long,12,0,Snowy + Medium,3.1782945736434107
D10455,10.1,0.8,Cloudy,High,14:19,44,8.08,Long,14,0,Cloudy + High,4.356435643564357
D10456,1.3,7.5,Snowy,High,16:13,86,9.75,Short,16,0,Snowy + High,66.15384615384615
D10457,2.2,5.4,Cloudy,High,7:33,52,11.880000000000003,Short,7,1,Cloudy + High,23.636363636363633
D10458,2.9,9.6,Sunny,Medium,7:28,48,27.84,Short,7,1,Sunny + Medium,16.551724137931036
D10459,8.8,5.9,Foggy,Medium,20:03,10,51.92000000000001,Medium,20,0,Foggy + Medium,1.1363636363636362
D10460,5.8,4.1,Cloudy,Medium,11:01,47,23.779999999999998,Medium,11,0,Cloudy + Medium,8.10344827586207
D10461,15.5,1.4,Snowy,Medium,9:34,39,21.7,Long,9,1,Snowy + Medium,2.5161290322580645
D10462,17.5,0.6,Cloudy,Low,17:11,22,10.5,Long,17,1,Cloudy + Low,1.2571428571428571
D10463,7.4,3.2,Foggy,Low,6:52,81,23.680000000000003,Medium,6,0,Foggy + Low,10.945945945945946
D10464,11.9,1.9,Rainy,Medium,15:28,13,22.61,Long,15,0,Rainy + Medium,1.0924369747899159
D10465,2.4,1.2,Snowy,Medium,20:35,104,2.88,Short,20,0,Snowy + Medium,43.333333333333336
D10466,6.7,6.8,Foggy,Low,6:26,14,45.56,Medium,6,0,Foggy + Low,2.08955223880597
D10467,17.6,6.6,Snowy,Low,13:45,101,116.16,Long,13,0,Snowy + Low,5.738636363636363
D10468,14.0,1.1,Snowy,Low,15:55,23,15.400000000000002,Long,15,0,Snowy + Low,1.6428571428571428
D10469,9.5,1.3,Foggy,Medium,8:14,120,12.35,Medium,8,1,Foggy + Medium,12.631578947368421
D10470,9.2,2.7,Rainy,High,8:55,63,24.84,Medium,8,1,Rainy + High,6.847826086956522
D10471,4.2,5.8,Foggy,Low,18:17,71,24.36,Short,18,1,Foggy + Low,16.904761904761905
D10472,5.8,2.2,Foggy,Low,16:07,23,12.76,Medium,16,0,Foggy + Low,3.9655172413793105
D10473,1.5,5.4,Rainy,Medium,18:48,116,8.100000000000001,Short,18,1,Rainy + Medium,77.33333333333333
D10474,14.6,3.7,Cloudy,Low,12:19,65,54.02,Long,12,0,Cloudy + Low,4.452054794520548
D10475,10.7,4.3,Sunny,Low,13:40,70,46.01,Long,13,0,Sunny + Low,6.542056074766355
D10476,6.6,8.3,Rainy,High,9:34,41,54.78,Medium,9,1,Rainy + High,6.212121212121213
D10477,15.9,1.8,Cloudy,Low,14:25,70,28.62,Long,14,0,Cloudy + Low,4.40251572327044
D10478,2.8,9.5,Rainy,Low,9:24,33,26.599999999999998,Short,9,1,Rainy + Low,11.785714285714286
D10479,1.3,1.0,Sunny,Low,6:09,37,1.3,Short,6,0,Sunny + Low,28.46153846153846
D10480,16.9,3.9,Foggy,Low,20:39,54,65.91,Long,20,0,Foggy + Low,3.1952662721893494
D10481,3.2,1.2,Sunny,Low,19:09,48,3.84,Short,19,1,Sunny + Low,15.0
D10482,5.5,6.0,Sunny,High,9:01,36,33.0,Medium,9,1,Sunny + High,6.545454545454546
D10483,17.8,2.3,Rainy,Medium,11:56,54,40.94,Long,11,0,Rainy + Medium,3.033707865168539
D10484,17.1,2.2,Snowy,Low,15:31,115,37.620000000000005,Long,15,0,Snowy + Low,6.725146198830409
D10485,18.0,7.3,Cloudy,Low,12:54,11,131.4,Long,12,0,Cloudy + Low,0.6111111111111112
D10486,12.2,4.4,Cloudy,Medium,10:14,120,53.68,Long,10,0,Cloudy + Medium,9.836065573770492
D10487,16.5,9.3,Rainy,Low,19:52,15,153.45000000000002,Long,19,1,Rainy + Low,0.9090909090909091
D10488,11.3,8.4,Sunny,High,19:02,73,94.92000000000002,Long,19,1,Sunny + High,6.460176991150442
D10489,17.9,4.5,Foggy,Low,19:56,78,80.55,Long,19,1,Foggy + Low,4.357541899441341
D10490,9.6,7.3,Rainy,High,12:08,59,70.08,Medium,12,0,Rainy + High,6.145833333333334
D10491,6.4,6.1,Sunny,Low,13:25,65,39.04,Medium,13,0,Sunny + Low,10.15625
D10492,7.9,5.5,Sunny,High,16:51,107,43.45,Medium,16,0,Sunny + High,13.544303797468354
D10493,8.6,0.8,Snowy,Low,18:30,93,6.88,Medium,18,1,Snowy + Low,10.813953488372093
D10494,8.7,4.4,Cloudy,High,10:31,89,38.28,Medium,10,0,Cloudy + High,10.229885057471265
D10495,18.3,5.8,Sunny,Low,8:06,77,106.14,Long,8,1,Sunny + Low,4.2076502732240435
D10496,14.9,5.4,Rainy,Low,15:07,65,80.46000000000001,Long,15,0,Rainy + Low,4.3624161073825505
D10497,3.4,4.4,Sunny,Low,8:18,81,14.96,Short,8,1,Sunny + Low,23.823529411764707
D10498,12.4,9.7,Cloudy,High,7:43,78,120.28,Long,7,1,Cloudy + High,6.290322580645161
D10499,5.8,6.4,Rainy,High,7:19,97,37.12,Medium,7,1,Rainy + High,16.724137931034484
D10500,10.0,4.8,Cloudy,Low,19:15,32,48.0,Medium,19,1,Cloudy + Low,3.2
D10501,15.6,1.7,Rainy,Medium,12:29,42,26.52,Long,12,0,Rainy + Medium,2.6923076923076925
D10502,10.6,5.6,Cloudy,Low,17:03,56,59.35999999999999,Long,17,1,Cloudy + Low,5.283018867924529
D10503,12.0,4.1,Foggy,High,14:42,83,49.199999999999996,Long,14,0,Foggy + High,6.916666666666667
D10504,9.7,1.2,Sunny,High,19:25,82,11.639999999999999,Medium,19,1,Sunny + High,8.45360824742268
D10505,19.2,4.0,Rainy,Low,15:08,15,76.8,Long,15,0,Rainy + Low,0.78125
D10506,13.1,3.9,Snowy,Low,14:05,23,51.089999999999996,Long,14,0,Snowy + Low,1.7557251908396947
D10507,18.3,9.5,Rainy,Low,12:46,33,173.85,Long,12,0,Rainy + Low,1.8032786885245902
