delivery_id,timestamp,origin_lat,origin_lon,origin_city,dest_lat,dest_lon,dest_city,distance,traffic_index,temperature,precipitation,wind_speed,weather_condition,vehicle_type,vehicle_capacity_weight,special_handling,num_stops,day_of_week,time_of_day,actual_delivery_time
DEL000284,7/22/2023 13:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.31,27.8,0.04,0.9,clear,Large Truck,5000,FALSE,3,5,13,1946.52
DEL000285,9/7/2023 18:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.9,13.7,0.07,28.5,clear,Small Van,1000,FALSE,4,3,18,8037.13
DEL000286,7/19/2023 20:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.42,24.7,0.77,9.6,rain,Sprinter,1500,FALSE,3,2,20,4662.99
DEL000287,1/24/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.65,4.1,0.07,23.5,cloudy,Medium Truck,3000,FALSE,2,1,20,5686.89
DEL000288,5/15/2023 10:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.28,15,0.25,26.9,cloudy,Large Truck,5000,FALSE,4,0,10,3759.79
DEL000289,10/12/2023 7:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.69,11,0.09,5,clear,Medium Truck,3000,FALSE,1,3,7,2814.28
DEL000290,8/3/2023 17:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.85,22.8,0.02,26.3,clear,Medium Truck,3000,FALSE,1,3,17,305.18
DEL000291,4/14/2023 15:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.35,18.4,0.03,17.9,clear,Large Truck,5000,FALSE,4,4,15,5970.53
DEL000292,12/11/2023 11:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.45,7,0,8.5,clear,Small Van,1000,FALSE,1,0,11,1825.98
DEL000293,3/13/2023 11:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.37,15.1,0.04,20.4,clear,Sprinter,1500,TRUE,3,0,11,2147.42
DEL000294,1/21/2023 15:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.33,5.5,0.08,23.6,cloudy,Medium Truck,3000,FALSE,5,5,15,1902.35
DEL000295,1/9/2023 7:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.65,3,0.06,1.9,clear,Medium Truck,3000,FALSE,3,0,7,3911.97
DEL000296,7/8/2023 13:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.47,22.3,0.03,7.2,clear,Large Truck,5000,FALSE,0,5,13,3877.51
DEL000297,12/7/2023 8:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.84,8.1,0.06,22.3,clear,Sprinter,1500,FALSE,3,3,8,4683.19
DEL000298,10/30/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.77,12.6,1.21,18.7,snow,Small Van,1000,FALSE,2,0,12,13692.81
DEL000299,5/4/2023 14:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.56,10.7,0.15,22.4,cloudy,Sprinter,1500,FALSE,1,3,14,4557.4
DEL000300,7/29/2023 16:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.71,26.2,0.06,23.4,clear,Sprinter,1500,FALSE,5,5,16,8854.78
DEL000301,9/12/2023 14:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.34,13.9,0.08,23.6,clear,Large Truck,5000,FALSE,5,1,14,321.13
DEL000302,9/30/2023 17:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.79,11,0.01,18,clear,Large Truck,5000,FALSE,3,5,17,7689.2
DEL000303,2/8/2023 11:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.65,9.8,1.72,18.4,rain,Small Van,1000,FALSE,2,2,11,342.18
DEL000304,9/29/2023 13:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.22,12.7,0.04,5,clear,Medium Truck,3000,FALSE,0,4,13,1835.13
DEL000305,6/30/2023 10:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.8,28.6,0.03,13.4,clear,Large Truck,5000,TRUE,0,4,10,2516.67
DEL000306,3/16/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.29,18.1,0.2,27.6,cloudy,Large Truck,5000,FALSE,4,3,13,3938.92
DEL000307,8/26/2023 16:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.78,20.5,0.97,11.2,rain,Medium Truck,3000,FALSE,3,5,16,3180.67
DEL000308,6/21/2023 18:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,1.1,24.3,0.06,23,clear,Sprinter,1500,FALSE,4,2,18,5367.01
DEL000309,10/13/2023 14:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.58,10.3,0.01,25.4,clear,Sprinter,1500,FALSE,0,4,14,3012.31
DEL000310,4/27/2023 16:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.53,19.3,0.09,14.2,clear,Small Van,1000,FALSE,0,3,16,2279.38
DEL000311,5/19/2023 19:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.35,18,0.76,19.2,rain,Sprinter,1500,FALSE,0,4,19,5258.08
DEL000312,7/18/2023 14:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.69,28.7,0.06,14.1,clear,Sprinter,1500,FALSE,2,1,14,8266.49
DEL000313,11/5/2023 15:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.23,10,0.55,19.8,rain,Medium Truck,3000,FALSE,1,6,15,2166.57
DEL000314,7/12/2023 10:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.55,28.5,0.13,13.7,cloudy,Medium Truck,3000,FALSE,5,2,10,8405.94
DEL000315,4/6/2023 9:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.37,13.1,0.06,26.3,clear,Medium Truck,3000,FALSE,0,3,9,2509.71
DEL000316,5/31/2023 10:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.23,17.9,0.28,15,cloudy,Small Van,1000,FALSE,4,2,10,3704.48
DEL000317,3/13/2023 20:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.58,15.1,0.05,26.7,clear,Medium Truck,3000,FALSE,4,0,20,6953.66
DEL000318,10/10/2023 17:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,1.07,13.3,0.02,28.7,clear,Small Van,1000,FALSE,4,1,17,9235.66
DEL000319,3/6/2023 8:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.71,10.2,0.1,29.8,clear,Sprinter,1500,FALSE,1,0,8,7463.78
DEL000320,1/20/2023 11:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.65,8,0.05,12.2,clear,Small Van,1000,FALSE,1,4,11,2160.14
DEL000321,9/18/2023 17:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.73,5.3,0.07,6.8,clear,Large Truck,5000,FALSE,3,0,17,5056.14
DEL000322,2/2/2023 13:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.54,2.3,0.9,17.8,rain,Small Van,1000,FALSE,0,3,13,4809.32
DEL000323,9/27/2023 20:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.72,5.5,0.06,0.7,clear,Sprinter,1500,FALSE,4,2,20,8144.09
DEL000324,12/19/2023 17:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.63,0.7,0.08,28,clear,Large Truck,5000,FALSE,4,1,17,7972.38
DEL000325,10/27/2023 17:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.63,6.6,0.08,5.3,clear,Sprinter,1500,FALSE,4,4,17,6139.98
DEL000326,1/29/2023 17:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.69,4.9,0.08,11.3,clear,Large Truck,5000,FALSE,0,6,17,2075.71
DEL000327,12/26/2023 19:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.44,9.8,0.01,11.3,clear,Large Truck,5000,FALSE,3,1,19,4225.89
DEL000328,1/3/2023 8:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.55,2.2,0.05,22.1,clear,Large Truck,5000,FALSE,0,1,8,7142.52
DEL000329,12/24/2023 19:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.73,5,0.02,19.4,clear,Medium Truck,3000,FALSE,3,6,19,7899.38
DEL000330,8/6/2023 6:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.75,25.7,0,29.3,clear,Large Truck,5000,FALSE,0,6,6,5495.03
DEL000331,11/3/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.45,6.5,0.21,21.9,cloudy,Medium Truck,3000,FALSE,5,4,13,4366.64
DEL000332,10/16/2023 6:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.54,5.7,0.25,3.5,cloudy,Large Truck,5000,FALSE,4,0,6,4826.83
DEL000333,9/28/2023 8:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.33,9.3,0.03,9.8,clear,Large Truck,5000,TRUE,4,3,8,2308.6
DEL000334,2/1/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.35,7.5,0.05,11.7,clear,Sprinter,1500,TRUE,1,2,12,5992.44
DEL000335,8/9/2023 16:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,1.06,22.2,0.04,27.3,clear,Sprinter,1500,FALSE,4,2,16,6375.98
DEL000336,4/9/2023 11:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.61,18.2,0.01,16,clear,Medium Truck,3000,TRUE,1,6,11,7781.63
DEL000337,6/28/2023 18:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.58,20.7,0.09,23.1,cloudy,Sprinter,1500,FALSE,0,2,18,7782
DEL000338,10/16/2023 12:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.28,13,0.7,17.3,rain,Small Van,1000,FALSE,2,0,12,7651.21
DEL000339,2/14/2023 10:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.2,1.6,0.03,6.9,clear,Large Truck,5000,FALSE,0,1,10,1684.68
DEL000340,6/14/2023 16:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.41,26.7,0.1,2.1,clear,Medium Truck,3000,FALSE,1,2,16,3697.13
DEL000341,6/23/2023 13:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.47,24.4,0.09,22.2,cloudy,Medium Truck,3000,FALSE,1,4,13,7193.84
DEL000342,8/28/2023 18:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,1.09,23.5,0.07,0.7,clear,Medium Truck,3000,FALSE,1,0,18,330.69
DEL000343,6/10/2023 15:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.2,20.2,0.02,29.5,clear,Small Van,1000,FALSE,4,5,15,1754.63
DEL000344,6/26/2023 16:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.35,20.4,0.08,28.2,clear,Sprinter,1500,FALSE,5,0,16,356.34
DEL000345,6/20/2023 15:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.41,22.2,0.18,29.5,cloudy,Medium Truck,3000,FALSE,4,1,15,7751.33
DEL000346,8/8/2023 20:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.36,26.5,0.14,1.5,cloudy,Sprinter,1500,FALSE,5,1,20,3735.48
DEL000347,11/7/2023 10:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.69,6.6,0,5.4,clear,Sprinter,1500,FALSE,5,1,10,4098.54
DEL000348,3/10/2023 20:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.76,14.3,0.82,16.3,rain,Sprinter,1500,FALSE,5,4,20,3323.81
DEL000349,10/20/2023 20:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.54,8.5,0.02,4.3,cloudy,Large Truck,5000,FALSE,2,4,20,4901.33
DEL000350,8/6/2023 14:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.25,26.4,0.09,12.1,clear,Medium Truck,3000,FALSE,1,6,14,1464.77
DEL000351,3/28/2023 18:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.85,17.9,0.07,23.7,clear,Small Van,1000,TRUE,3,1,18,348.27
DEL000352,10/10/2023 7:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,1.12,8.6,0.2,13.6,cloudy,Medium Truck,3000,FALSE,5,1,7,3112.93
DEL000353,4/1/2023 7:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.36,19,0.02,1.9,clear,Small Van,1000,FALSE,4,5,7,3879.46
DEL000354,7/19/2023 10:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.35,28.3,0.02,27.8,clear,Large Truck,5000,FALSE,2,2,10,234.7
DEL000355,5/10/2023 13:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.48,18.9,0.13,4.2,cloudy,Medium Truck,3000,FALSE,3,2,13,5659.12
DEL000356,6/2/2023 19:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.59,26.8,0.76,12.7,snow,Small Van,1000,TRUE,1,4,19,13957.72
DEL000357,9/20/2023 11:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.64,8.5,0.22,3.8,cloudy,Small Van,1000,FALSE,5,2,11,2464.9
DEL000358,10/16/2023 13:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.32,6.5,0.05,27.9,clear,Medium Truck,3000,FALSE,3,0,13,5962.65
DEL000359,1/6/2023 11:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.76,9.5,0.06,21.6,clear,Medium Truck,3000,FALSE,4,4,11,2194.8
DEL000360,1/15/2023 18:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.7,2.4,0.49,10,snow,Medium Truck,3000,FALSE,1,6,18,8408.31
DEL000361,4/5/2023 13:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.49,10.5,0.01,27.6,clear,Small Van,1000,FALSE,1,2,13,6580.13
DEL000362,8/15/2023 13:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.59,28,0.01,3.4,clear,Small Van,1000,TRUE,5,1,13,2707.71
DEL000363,9/19/2023 17:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.94,14.5,1.62,13.2,rain,Sprinter,1500,FALSE,3,1,17,6692.38
DEL000364,9/8/2023 12:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.23,8.5,0.08,13.4,clear,Large Truck,5000,FALSE,2,4,12,3143.1
DEL000365,4/9/2023 10:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.59,19.1,0.92,13.5,snow,Medium Truck,3000,FALSE,1,6,10,3671.55
DEL000366,5/5/2023 13:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.71,11.6,0.15,26,cloudy,Medium Truck,3000,FALSE,4,4,13,5093.05
DEL000367,11/14/2023 7:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.64,14.7,0.63,6.2,rain,Medium Truck,3000,FALSE,2,1,7,11013.61
DEL000368,5/28/2023 15:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.57,10.3,0.08,1.5,clear,Large Truck,5000,FALSE,1,6,15,235.25
DEL000369,2/22/2023 14:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.42,2.8,0.16,10.3,cloudy,Large Truck,5000,FALSE,4,2,14,5326.94
DEL000370,2/25/2023 17:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.84,2.3,0,5.5,clear,Medium Truck,3000,FALSE,3,5,17,2345.28
DEL000371,6/21/2023 14:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.75,22.1,0.06,2.6,clear,Sprinter,1500,FALSE,1,2,14,6227.33
DEL000372,12/16/2023 17:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.75,3,0.25,14.3,cloudy,Large Truck,5000,FALSE,0,5,17,5469.31
DEL000373,8/14/2023 19:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.79,21.7,0.09,25.8,clear,Sprinter,1500,TRUE,5,0,19,2820.37
DEL000374,3/12/2023 16:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.4,14,1.9,27.9,rain,Large Truck,5000,FALSE,5,6,16,2430.55
DEL000375,5/19/2023 12:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.78,17.1,0.15,29.2,cloudy,Sprinter,1500,FALSE,2,4,12,4877.07
DEL000376,8/1/2023 13:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.53,24.9,0.06,2.5,clear,Large Truck,5000,TRUE,2,1,13,1827.68
DEL000377,12/24/2023 6:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.74,9.7,0.06,26.3,clear,Large Truck,5000,FALSE,5,6,6,3128.35
DEL000378,4/27/2023 17:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.56,15.4,0.18,8.7,cloudy,Large Truck,5000,FALSE,0,3,17,2426.09
DEL000379,12/13/2023 12:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.68,3.2,0.08,9.1,clear,Large Truck,5000,FALSE,3,2,12,8145.05
DEL000380,4/27/2023 11:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.67,13.2,0.1,7.1,clear,Medium Truck,3000,TRUE,4,3,11,2234.83
DEL000381,7/18/2023 18:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.91,21.4,0.68,27.5,rain,Sprinter,1500,TRUE,3,1,18,11838.08
DEL000382,8/10/2023 17:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.91,21.5,0.02,16.5,clear,Medium Truck,3000,FALSE,4,3,17,2753.82
DEL000383,4/22/2023 10:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.34,14.7,0.06,22.6,clear,Large Truck,5000,FALSE,3,5,10,1751.27
DEL000384,5/7/2023 20:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.3,15.3,0.08,27.6,clear,Sprinter,1500,FALSE,3,6,20,2443.01
DEL000385,11/12/2023 18:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.54,14.1,1.81,20.7,rain,Medium Truck,3000,TRUE,4,6,18,2959.9
DEL000386,5/10/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.76,14.2,0.02,17.5,clear,Sprinter,1500,FALSE,3,2,13,5313.61
DEL000387,9/19/2023 13:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.48,10.2,0.08,12.6,clear,Medium Truck,3000,FALSE,3,1,13,5002.36
DEL000388,3/27/2023 7:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.83,20,0.08,6.3,clear,Small Van,1000,TRUE,2,0,7,7638.44
DEL000389,10/22/2023 12:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.3,13.5,0.16,10.8,cloudy,Medium Truck,3000,FALSE,0,6,12,3652.51
DEL000390,9/2/2023 16:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,1.13,6.6,1.14,16.5,rain,Medium Truck,3000,FALSE,2,5,16,3745.18
DEL000391,3/28/2023 19:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.65,17.2,0.08,11.9,clear,Small Van,1000,FALSE,0,1,19,2426.18
DEL000392,12/18/2023 7:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.72,2.8,0.1,23.8,clear,Large Truck,5000,FALSE,4,0,7,8669.4
DEL000393,12/24/2023 17:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.83,0.6,0,22.8,clear,Sprinter,1500,FALSE,1,6,17,4753.13
DEL000394,7/12/2023 19:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.68,21.4,0.09,7.8,clear,Large Truck,5000,FALSE,1,2,19,2387.28
DEL000395,12/1/2023 11:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.41,2.3,0.06,13.2,cloudy,Small Van,1000,FALSE,3,4,11,7774.23
DEL000396,12/19/2023 9:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.7,5.7,1.05,23.8,snow,Large Truck,5000,FALSE,4,1,9,7632.95
DEL000397,6/7/2023 6:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.79,28,0.02,20.1,clear,Medium Truck,3000,FALSE,3,2,6,8592.06
DEL000398,10/19/2023 17:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,1.06,5.4,0.08,20.5,clear,Medium Truck,3000,FALSE,4,3,17,4869.67
DEL000399,11/16/2023 17:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.66,14.8,0.05,6.5,clear,Sprinter,1500,FALSE,5,3,17,4766.88
DEL000400,3/31/2023 13:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.41,11.6,1.79,6.1,rain,Large Truck,5000,FALSE,3,4,13,3516.63
DEL000401,7/22/2023 13:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.77,27.1,0.08,28.7,clear,Large Truck,5000,FALSE,2,5,13,4455.97
DEL000402,9/16/2023 6:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.37,7.4,0.08,26,clear,Medium Truck,3000,TRUE,1,5,6,3415.02
DEL000403,11/17/2023 6:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.23,7.1,0.01,23.7,clear,Sprinter,1500,FALSE,0,4,6,6362.89
DEL000404,5/24/2023 20:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.53,19,0.06,13.2,cloudy,Medium Truck,3000,FALSE,5,2,20,5207.73
DEL000405,9/12/2023 10:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.23,5.5,0.3,20.8,cloudy,Small Van,1000,FALSE,2,1,10,3607.57
DEL000406,4/16/2023 11:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.41,10.4,0.03,27.1,cloudy,Small Van,1000,FALSE,2,6,11,3757
DEL000407,3/14/2023 7:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,1.1,16.8,0.07,11.6,clear,Medium Truck,3000,FALSE,4,1,7,2732.04
DEL000408,6/27/2023 18:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.81,20.7,0.2,28,cloudy,Small Van,1000,FALSE,3,1,18,4994.77
DEL000409,7/27/2023 13:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.46,23.7,0.07,21.5,clear,Medium Truck,3000,FALSE,2,3,13,4312.79
DEL000410,4/28/2023 15:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.28,17.5,0.08,0.1,clear,Large Truck,5000,FALSE,4,4,15,3997.13
DEL000411,9/8/2023 10:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.78,8.7,0.06,23,clear,Small Van,1000,FALSE,2,4,10,3615.9
DEL000412,10/22/2023 7:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.68,12.6,0.25,6.4,cloudy,Small Van,1000,FALSE,5,6,7,2430.11
DEL000413,10/2/2023 17:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.58,8.5,0.07,2.1,clear,Large Truck,5000,FALSE,3,0,17,2180.55
DEL000414,2/15/2023 18:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,1.16,6.6,1.25,14.7,rain,Sprinter,1500,FALSE,4,2,18,7356.92
DEL000415,12/1/2023 20:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.72,8.2,0.1,20.3,clear,Medium Truck,3000,FALSE,3,4,20,5430.07
DEL000416,7/26/2023 11:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.52,21.4,0.22,27.7,cloudy,Large Truck,5000,TRUE,5,2,11,8194.12
DEL000417,10/6/2023 20:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.57,12.9,0.04,4.5,clear,Medium Truck,3000,FALSE,5,4,20,332.85
DEL000418,7/1/2023 16:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068,0.48,22.3,0.01,27,clear,Medium Truck,3000,TRUE,5,5,16,1945.94
DEL000419,2/3/2023 17:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,1.18,5.4,0.07,19.5,clear,Sprinter,1500,FALSE,1,4,17,6313.51
DEL000420,6/14/2023 16:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.55,29.3,1.16,12.6,snow,Large Truck,5000,FALSE,0,2,16,7530.86
DEL000421,11/29/2023 13:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068,0.58,9.1,0.02,10.1,clear,Large Truck,5000,FALSE,3,2,13,2242.84
DEL000422,7/4/2023 7:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.99,26.2,1.32,3.9,rain,Large Truck,5000,FALSE,0,1,7,11754.8
DEL000423,11/28/2023 19:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.67,13.3,0.29,6.2,cloudy,Large Truck,5000,FALSE,4,1,19,5285.5
DEL000424,3/15/2023 13:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.25,15,0.05,13.3,clear,Medium Truck,3000,FALSE,2,2,13,4461.34
DEL000425,3/9/2023 7:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.42,14.2,1.5,13.5,snow,Large Truck,5000,FALSE,0,3,7,7243.03
